@RELATION GBoostSneezer
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Sneezing,NotSneezing}

@DATA
0.037545,0.004879,3.200274,0.079520,0.080635,0.489942,0.006637,0.051688,-44.113417,0.560836,0.162592,0.112347,-0.080912,0.028746,-0.007503,0.001238,0.005851,0.030186,0.021164,0.044476,0.012650,0.002727,0.000577,0.008164,0.002398,0.134441,0.003213,0.012508,0.000527,0.001799,0.003935,0.006186,0.000797,0.039158,0.036708,0.005309,0.137445,0.044636,0.027904,0.294254,0.022834,0.067478,2.542514,0.392376,0.210541,0.265880,0.119603,0.148169,0.077804,0.120717,0.127559,0.102272,0.079586,0.083348,0.079612,0.003815,0.000751,0.008887,0.002504,0.023982,0.004161,0.014960,0.000801,0.002353,0.004198,0.006423,0.000786,0.005875,Sneezing
0.075399,0.007769,3.108499,0.196887,0.200202,0.649493,0.008395,0.081361,-38.007789,1.409522,0.557855,0.370822,-0.094682,0.083897,0.024682,0.072496,0.125265,0.165298,0.068306,0.127156,0.042292,0.004793,0.001806,0.017003,0.003806,0.120503,0.006739,0.021816,0.000922,0.006037,0.005641,0.009650,0.002068,0.036070,0.039281,0.008405,0.256491,0.031273,0.022551,0.415800,0.025831,0.079714,2.117738,0.699259,0.277351,0.280918,0.279734,0.191971,0.146188,0.189423,0.151539,0.180090,0.155179,0.121378,0.134478,0.004898,0.001926,0.015130,0.003590,0.035722,0.011398,0.017929,0.000962,0.006564,0.004382,0.008107,0.002031,0.009827,Sneezing
0.018131,0.012704,3.202836,0.063702,0.107208,0.322309,0.021470,0.025544,-44.290314,0.712544,0.016934,-0.083978,0.007219,0.150771,0.043316,0.029918,-0.031945,0.021104,0.048856,0.044063,-0.002413,0.000572,0.000451,0.006346,0.001003,0.134685,0.002842,0.006743,0.004580,0.003862,0.000859,0.000915,0.000379,0.040139,0.017685,0.014652,0.158327,0.040697,0.050956,0.202019,0.064678,0.028999,3.233739,0.518736,0.386896,0.291791,0.183051,0.151206,0.160062,0.152334,0.147345,0.123167,0.139648,0.090290,0.080975,0.000664,0.000597,0.013892,0.001674,0.024555,0.004832,0.014038,0.009082,0.011976,0.001382,0.001522,0.000627,0.005912,Sneezing
0.112382,0.005429,3.027417,0.194386,0.205166,0.949331,0.004925,0.099946,-37.339512,1.480641,-0.049841,-0.060686,-0.244879,-0.051218,-0.205482,0.042844,0.068483,-0.039098,-0.302356,0.039158,-0.003891,0.011438,0.011369,0.019608,0.012735,0.014691,0.007926,0.016227,0.002254,0.008667,0.016930,0.018523,0.006852,0.011861,0.050585,0.008389,0.306639,0.049409,0.033811,0.423672,0.003635,0.092797,3.697267,0.668187,0.500499,0.370594,0.469959,0.326941,0.281005,0.274872,0.276522,0.216941,0.288126,0.259292,0.228376,0.006879,0.013675,0.013553,0.014538,0.014633,0.009813,0.012409,0.002179,0.007965,0.014562,0.017216,0.007634,0.006015,Sneezing
0.024226,0.002526,2.955382,0.118713,0.215007,0.130255,0.013320,0.023906,-30.034786,2.898941,0.363052,0.533347,0.173961,0.315258,0.221472,0.140782,-0.034204,-0.032387,0.057114,0.147978,0.113015,0.008572,0.001386,0.048685,0.005951,0.061698,0.003878,0.108483,0.000823,0.002287,0.010507,0.048392,0.001960,0.041645,0.022291,0.006552,0.203233,0.021608,0.022330,0.237137,0.007267,0.034410,1.867523,0.613858,0.289624,0.302181,0.293365,0.143121,0.174092,0.173345,0.159443,0.123349,0.170385,0.182284,0.147747,0.013026,0.002270,0.028494,0.004554,0.040664,0.004121,0.067758,0.001783,0.002692,0.010344,0.035384,0.003878,0.014044,Sneezing
0.125417,0.036574,2.968388,0.213452,0.202556,1.063713,0.004700,0.177417,-30.173825,0.067008,-0.517027,-0.222056,-0.061392,0.490354,-0.008600,-0.064670,-0.084952,-0.115972,0.219839,0.194784,-0.003475,0.003970,0.003278,0.044221,0.003046,0.005330,0.004783,0.040355,0.003336,0.005461,0.009804,0.013639,0.003167,0.019748,0.051149,0.063141,0.377397,0.067303,0.056535,0.564597,0.004222,0.112977,5.819424,0.873073,0.682220,0.552989,0.351293,0.297868,0.281738,0.256265,0.283852,0.359699,0.296004,0.254469,0.201741,0.003555,0.002845,0.064120,0.002114,0.005021,0.006901,0.056866,0.004056,0.006435,0.015237,0.021311,0.002340,0.020305,Sneezing
0.084271,0.019938,1.983269,0.172764,0.173711,0.673781,0.004228,0.137447,-31.541089,0.438572,-1.154915,-0.458210,-0.903543,-0.339904,0.256185,0.001668,0.202722,-0.060359,-0.353044,0.069069,0.141961,0.011532,0.012928,0.015329,0.016771,0.039363,0.007265,0.003967,0.003839,0.003967,0.004526,0.003839,0.004410,0.019086,0.091166,0.029820,1.308451,0.115008,0.091256,0.763197,0.004633,0.162461,10.496877,1.116392,0.725169,0.621681,0.642307,0.374474,0.319345,0.482446,0.438174,0.370225,0.387257,0.256778,0.184411,0.023804,0.024299,0.021838,0.025840,0.064343,0.011460,0.004517,0.003754,0.005200,0.004516,0.003256,0.004912,0.016470,Sneezing
0.214242,0.001558,3.059750,0.303000,0.247870,1.652010,0.002981,0.387801,-35.219102,1.533353,0.269419,0.173366,0.013427,0.233386,-0.035012,-0.001464,-0.043498,-0.011207,-0.081949,0.031924,-0.048023,0.014390,0.004745,0.036648,0.007289,0.011861,0.010599,0.025990,0.001796,0.004418,0.008854,0.030218,0.002992,0.016760,0.056455,0.003166,0.274572,0.057286,0.026168,0.466648,0.002047,0.128252,3.577439,0.595389,0.516683,0.294253,0.259789,0.381087,0.212964,0.297226,0.165529,0.168535,0.177677,0.199147,0.127187,0.009584,0.004994,0.022291,0.006851,0.009308,0.008320,0.016436,0.001741,0.003192,0.008478,0.018486,0.002585,0.006944,Sneezing
0.207241,0.002655,3.062588,0.290820,0.222412,0.787883,0.013161,0.065953,-39.131079,1.120874,-0.163294,0.101428,-0.202274,0.038627,-0.096014,-0.046299,-0.101216,-0.094374,-0.094108,0.065012,0.013955,0.009044,0.004038,0.018680,0.014048,0.039220,0.014846,0.015707,0.002898,0.005799,0.006793,0.011553,0.003020,0.016557,0.078077,0.005256,0.426315,0.090450,0.048524,0.401953,0.030737,0.058792,4.823186,0.661754,0.418099,0.321954,0.330195,0.236718,0.201182,0.196345,0.181261,0.201933,0.224196,0.194369,0.169446,0.010115,0.004137,0.018767,0.015217,0.027162,0.018216,0.018090,0.003146,0.007971,0.006893,0.013961,0.003611,0.009021,Sneezing
0.021402,0.000875,3.041732,0.101931,0.121510,0.378227,0.015996,0.017114,-44.487430,0.749632,0.229785,0.155569,0.077339,0.073245,0.055600,0.032000,0.027573,0.016876,0.032033,0.037541,0.010730,0.000292,0.000196,0.012272,0.001023,0.114755,0.001241,0.118945,0.000071,0.000183,0.000375,0.001539,0.000119,0.061251,0.027372,0.002637,0.213645,0.037767,0.033707,0.224481,0.022876,0.042564,2.396986,0.484802,0.144998,0.122162,0.141891,0.129050,0.097639,0.075838,0.088893,0.090713,0.067031,0.062251,0.066183,0.000367,0.000399,0.017076,0.003561,0.034815,0.004617,0.099988,0.000118,0.000301,0.000511,0.002113,0.000169,0.020375,Sneezing
0.034251,0.001056,2.817246,0.195913,0.229116,0.195370,0.023194,0.020508,-36.433518,1.538602,0.388789,0.286314,0.156860,0.204826,0.119887,0.068768,0.072298,0.047879,0.072617,0.051866,0.023853,0.000654,0.000378,0.025859,0.000478,0.041181,0.000298,0.312334,0.000098,0.000641,0.000854,0.003247,0.000557,0.091549,0.039766,0.003344,0.260301,0.044715,0.031095,0.281957,0.029956,0.056802,2.399939,0.585908,0.238534,0.201368,0.243692,0.164812,0.150108,0.142104,0.137446,0.158518,0.120935,0.126093,0.119061,0.001001,0.000779,0.029399,0.000766,0.043456,0.000383,0.148092,0.000139,0.001965,0.001501,0.005139,0.001281,0.032799,Sneezing
0.056579,0.012346,3.159243,0.133622,0.150155,0.544108,0.009498,0.053593,-40.872112,0.941523,0.146875,0.048809,-0.155777,0.164665,0.054111,-0.032150,0.003787,0.023472,-0.067346,0.050583,-0.084713,0.005067,0.002520,0.029113,0.004102,0.091154,0.003664,0.042537,0.003895,0.002938,0.004064,0.007725,0.002574,0.035477,0.021120,0.019688,0.138222,0.043399,0.042263,0.239506,0.019024,0.035368,2.252770,0.440260,0.219080,0.261534,0.201452,0.181536,0.149806,0.142301,0.156751,0.133292,0.124081,0.150131,0.124189,0.004010,0.002630,0.028592,0.003461,0.021738,0.004261,0.032886,0.007932,0.002615,0.004701,0.005760,0.002535,0.009921,Sneezing
0.095073,0.026974,3.028890,0.197732,0.201642,0.960142,0.010579,0.145762,-33.179632,0.964363,0.410001,0.063964,-0.180553,-0.013525,0.137289,-0.092347,-0.014803,0.059679,-0.187208,-0.019963,-0.037222,0.013544,0.003251,0.014205,0.012542,0.048454,0.004796,0.033355,0.002652,0.003447,0.005559,0.015208,0.003911,0.022428,0.060745,0.049630,0.350777,0.074008,0.048021,0.525952,0.018058,0.102110,6.216377,0.971827,0.545502,0.370240,0.416426,0.275634,0.304777,0.225731,0.269314,0.194701,0.247544,0.234937,0.225093,0.018247,0.004267,0.016248,0.023110,0.045567,0.005752,0.042086,0.002495,0.003601,0.006372,0.015448,0.005422,0.013286,Sneezing
