@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Airplane,Breathing,Brushingteeth,Canopening,Carhorn,Cat,Chainsaw,Chirpingbirds,Churchbells,Clapping,Clockalarm,Clocktick,Coughing,Cow,Cracklingfire,Crickets,Crow,Cryingbaby,Dog,Door,Doorknock,Drinking,Engine,Fireworks,Footsteps,Frog,Glassbreaking,Handsaw,Helicopter,Hen,Insects,Keyboardtyping,Laughing,Mouseclick,Pig,Pouringwater,Rain,Rooster,Seawaves,Sheep,Siren,Sneezing,Snoring,Thunderstorm,Toiletflush,Train,Vacuumcleaner,Washingmachine,Waterdrops,Wind}

@DATA
0.011901,0.095683,3.042922,0.080235,0.157477,0.041591,0.011240,0.010735,-23.366008,2.794694,0.325253,0.924206,0.526281,0.580618,0.252804,0.030412,0.082454,0.096832,0.001952,-0.006884,0.070511,0.016608,0.000500,0.133786,0.004487,0.047595,0.002144,0.040182,0.000571,0.001325,0.010421,0.046246,0.000618,0.045047,0.003918,0.038283,0.116195,0.024549,0.039162,0.024368,0.006806,0.004724,0.443515,0.276207,0.199640,0.175081,0.163161,0.142107,0.146592,0.152172,0.128220,0.128957,0.144262,0.129994,0.145188,0.015734,0.000483,0.057723,0.004373,0.026313,0.001740,0.024439,0.000598,0.001210,0.007963,0.026363,0.000620,0.010303,Airplane
0.018190,0.032750,3.058151,0.068830,0.139973,0.051844,0.010157,0.021252,-23.535666,2.603042,0.067179,0.796351,-0.241382,0.415071,-0.134797,0.166625,-0.184454,0.060586,-0.057459,0.124435,0.015765,0.022429,0.001602,0.087272,0.013940,0.037936,0.008474,0.067305,0.000907,0.005785,0.011787,0.032194,0.002083,0.035013,0.004483,0.014697,0.123810,0.021384,0.035139,0.021081,0.004730,0.007670,0.529849,0.242041,0.282224,0.250067,0.212976,0.192008,0.170420,0.164325,0.178805,0.165524,0.169419,0.153908,0.149401,0.020182,0.001260,0.039849,0.010943,0.020132,0.008715,0.040126,0.000874,0.007062,0.008185,0.021688,0.001916,0.009122,Airplane
0.028693,0.013764,3.183149,0.070743,0.125898,0.076112,0.006832,0.046497,-23.913936,2.374194,-0.484549,0.528333,-0.255190,-0.048710,0.002875,0.129658,-0.127820,-0.014796,0.056097,-0.115382,-0.147054,0.022717,0.004825,0.033787,0.012357,0.030605,0.008787,0.041568,0.003153,0.007486,0.020434,0.032223,0.010897,0.018811,0.006132,0.010854,0.063934,0.018341,0.035091,0.034560,0.002260,0.011176,0.977297,0.309411,0.331071,0.268429,0.191649,0.182083,0.181129,0.168657,0.170848,0.151580,0.155476,0.132103,0.150380,0.015333,0.004053,0.018520,0.008852,0.020192,0.006019,0.025431,0.002513,0.008299,0.012492,0.017983,0.009996,0.005819,Airplane
0.033861,0.033868,3.102770,0.107863,0.165583,0.151204,0.005828,0.043339,-23.491730,1.755956,-0.328762,1.247258,0.673328,-0.133125,-0.172013,0.467197,0.372161,0.056520,-0.069932,-0.005408,0.071720,0.006736,0.002192,0.045897,0.004162,0.025648,0.001957,0.089251,0.000400,0.002250,0.059091,0.025284,0.002640,0.035659,0.007511,0.013883,0.095530,0.012247,0.018141,0.046011,0.002448,0.010818,0.412331,0.253772,0.186025,0.181467,0.170469,0.160280,0.149775,0.142964,0.139074,0.134072,0.145097,0.150656,0.138464,0.005232,0.001775,0.030637,0.003707,0.017934,0.001530,0.049301,0.000312,0.001867,0.029111,0.018310,0.002210,0.008477,Airplane
0.065186,0.025312,3.173571,0.130395,0.157964,0.516402,0.003693,0.099673,-23.587489,2.175617,-0.083499,0.215682,-0.040207,-0.033322,-0.178319,-0.158131,-0.176760,-0.052275,-0.010292,0.062724,0.028498,0.019383,0.004772,0.033339,0.017483,0.022668,0.021294,0.040413,0.003280,0.014607,0.020467,0.024066,0.004760,0.017683,0.016679,0.009923,0.059723,0.016545,0.018415,0.185293,0.000944,0.046769,0.543709,0.283255,0.186710,0.206247,0.198941,0.196470,0.171096,0.149406,0.176633,0.146229,0.158928,0.173829,0.131226,0.014816,0.003223,0.017766,0.016103,0.012944,0.014708,0.021052,0.002863,0.011893,0.012444,0.013371,0.003745,0.004444,Airplane
0.053657,0.046240,3.242516,0.104040,0.129040,0.458899,0.002941,0.085735,-22.281158,1.477010,-0.141821,0.275395,0.024250,0.096383,0.007002,0.093783,0.012287,0.036765,0.034774,0.041065,-0.037637,0.012912,0.005543,0.031375,0.015532,0.044680,0.007889,0.034807,0.003603,0.007133,0.013657,0.020403,0.006391,0.021230,0.010943,0.015538,0.040202,0.013187,0.022429,0.117350,0.000791,0.017797,0.638735,0.235362,0.173713,0.150774,0.176259,0.169819,0.166900,0.160905,0.171977,0.165832,0.156523,0.176525,0.166035,0.009323,0.003800,0.024006,0.010365,0.019144,0.005630,0.016577,0.002931,0.005498,0.010594,0.014235,0.003992,0.007625,Airplane
0.017051,0.072010,3.217460,0.060278,0.117633,0.017835,0.004157,0.030064,-22.861601,3.018393,-0.842376,0.782334,-0.081614,0.062558,0.067243,0.077332,-0.206541,-0.012475,-0.172460,-0.238666,-0.332506,0.190854,0.003320,0.022035,0.008382,0.009831,0.003574,0.019361,0.002826,0.002675,0.003282,0.004803,0.011779,0.051691,0.002869,0.012339,0.041096,0.017367,0.038621,0.007801,0.001021,0.006288,0.275906,0.234981,0.216168,0.177320,0.172572,0.205024,0.230163,0.161451,0.190864,0.166225,0.156354,0.141917,0.144664,0.024020,0.002292,0.012166,0.004743,0.006313,0.001923,0.009829,0.002590,0.001774,0.001961,0.002915,0.006133,0.006372,Airplane
0.020073,0.142258,3.089941,0.070962,0.128015,0.069862,0.001951,0.029401,-21.100809,2.591253,-0.162517,0.566148,-0.225660,-0.090425,-0.296212,0.289237,-0.248338,-0.018580,-0.298329,-0.268980,-0.174997,0.015378,0.003182,0.011038,0.052299,0.019996,0.004730,0.007598,0.000940,0.010566,0.087227,0.024040,0.011204,0.028475,0.004426,0.033813,0.043357,0.020789,0.038141,0.032310,0.000537,0.010391,0.564032,0.330412,0.231078,0.232820,0.217578,0.196020,0.202464,0.165482,0.143027,0.135507,0.137577,0.133665,0.135241,0.006052,0.002154,0.003585,0.013690,0.007213,0.002885,0.003187,0.000750,0.004079,0.014635,0.007127,0.004619,0.003170,Airplane
0.014619,0.037468,3.036383,0.071168,0.143534,0.022889,0.005684,0.019927,-23.795484,3.253706,-0.043789,0.948915,-0.047267,0.226936,-0.418235,-0.090508,-0.246482,-0.303729,-0.045521,-0.072056,-0.079252,0.021088,0.002253,0.126033,0.012638,0.018585,0.046300,0.035594,0.001881,0.002651,0.013359,0.008951,0.000903,0.035787,0.002365,0.014895,0.088286,0.024341,0.043133,0.014048,0.002421,0.005728,0.430303,0.239809,0.280457,0.252319,0.205183,0.197845,0.198225,0.192879,0.179906,0.172046,0.137097,0.150018,0.131546,0.012136,0.001858,0.026612,0.007189,0.012156,0.019878,0.015082,0.001424,0.002061,0.008750,0.004829,0.000610,0.006274,Airplane
0.013698,0.046564,2.982868,0.082959,0.164688,0.032911,0.011029,0.013857,-24.359508,3.430736,0.009807,0.443006,0.158752,0.035603,0.065971,0.132404,0.133070,0.060966,-0.014956,-0.016934,-0.068466,0.010701,0.001951,0.102590,0.002473,0.016461,0.001854,0.149996,0.000211,0.001253,0.011810,0.069121,0.001107,0.053827,0.004619,0.014536,0.155067,0.018180,0.026377,0.015320,0.005075,0.003953,0.498554,0.265585,0.194201,0.181523,0.148658,0.144280,0.160792,0.142345,0.131023,0.146582,0.123682,0.135363,0.123428,0.007460,0.001367,0.055042,0.001996,0.011495,0.001447,0.073785,0.000186,0.001081,0.006854,0.034295,0.000823,0.013495,Airplane
0.007459,0.076077,2.704758,0.072023,0.156795,0.014259,0.019994,0.004410,-24.570597,2.591412,-0.319988,0.657959,-0.216593,0.184886,0.164782,0.157742,0.161392,0.137697,0.138685,0.236427,-0.048329,0.001441,0.000548,0.199336,0.000902,0.011573,0.001099,0.206883,0.000251,0.000657,0.001886,0.021899,0.000576,0.084639,0.003211,0.040219,0.216362,0.025982,0.041638,0.010350,0.012290,0.002630,0.441736,0.162859,0.238409,0.160474,0.191342,0.159064,0.140057,0.144261,0.132198,0.144479,0.132554,0.143974,0.132921,0.001090,0.000537,0.106093,0.000715,0.012270,0.000882,0.098914,0.000259,0.000614,0.001394,0.019545,0.000705,0.015563,Airplane
0.037359,0.037382,3.182637,0.080891,0.123538,0.173319,0.003490,0.059138,-23.562264,1.848435,-0.416188,0.230982,-0.476323,0.063200,-0.091952,0.022372,-0.132254,-0.170985,-0.102777,-0.054007,-0.095464,0.035119,0.006788,0.030001,0.018249,0.015880,0.013095,0.017192,0.005056,0.007483,0.019944,0.022233,0.010693,0.018835,0.006003,0.019139,0.059750,0.013809,0.030349,0.059853,0.000978,0.010107,0.766510,0.250670,0.241479,0.190731,0.202616,0.169843,0.199866,0.173023,0.155465,0.166761,0.138378,0.161131,0.169356,0.027768,0.005203,0.021732,0.010950,0.006835,0.007998,0.012935,0.004561,0.004907,0.015336,0.015809,0.007004,0.005643,Airplane
0.045413,0.028301,3.160020,0.086966,0.115122,0.370054,0.003423,0.079392,-22.464233,1.515918,-0.103443,0.424807,-0.007128,0.232813,-0.192441,-0.076563,0.020734,0.202299,-0.011460,-0.052629,-0.095641,0.017557,0.005253,0.039862,0.015327,0.021465,0.008686,0.022460,0.004859,0.009592,0.017341,0.020291,0.006317,0.015335,0.007610,0.011168,0.088103,0.014466,0.025548,0.115372,0.000843,0.015062,0.895806,0.270075,0.246642,0.209357,0.248601,0.221445,0.232647,0.208207,0.166565,0.172582,0.167159,0.168913,0.148191,0.009622,0.003415,0.018957,0.009419,0.012284,0.005959,0.011031,0.003443,0.006152,0.010160,0.009010,0.004126,0.005335,Airplane
0.013421,0.066688,3.172972,0.069270,0.145475,0.029653,0.002923,0.018866,-23.388992,3.551451,0.192355,0.280040,-0.163814,0.197889,-0.105516,-0.014368,-0.127256,0.071113,0.090151,0.102918,0.041592,0.008910,0.000926,0.015271,0.019988,0.018873,0.005018,0.032678,0.001761,0.036329,0.056285,0.063433,0.005477,0.025947,0.002256,0.014151,0.064394,0.025356,0.044101,0.019202,0.001151,0.002327,0.338372,0.273679,0.164154,0.180218,0.173486,0.146376,0.124536,0.141548,0.113131,0.132444,0.118734,0.112218,0.126347,0.006447,0.000814,0.006415,0.011542,0.008530,0.003358,0.012000,0.001487,0.018301,0.020844,0.032873,0.004411,0.005185,Airplane
0.027813,0.025271,3.170403,0.068515,0.125183,0.054853,0.004948,0.042713,-22.723108,2.636505,-0.989538,0.148653,-0.254424,0.132618,0.224919,0.432001,0.165337,0.000846,0.011180,0.078793,-0.032931,0.014869,0.011947,0.031937,0.015707,0.019684,0.009541,0.041876,0.003989,0.006479,0.017162,0.021687,0.012681,0.014523,0.002959,0.011304,0.071126,0.016474,0.032287,0.019255,0.001256,0.004724,0.524752,0.219303,0.188326,0.226760,0.179975,0.153206,0.165812,0.165556,0.151488,0.137633,0.149709,0.156863,0.133477,0.007767,0.008977,0.014229,0.008686,0.009980,0.007089,0.020163,0.003524,0.003607,0.007816,0.010579,0.008665,0.003882,Airplane
0.039351,0.023252,3.186393,0.080105,0.120110,0.207328,0.004321,0.058176,-23.033514,1.832620,-0.721509,-0.238041,-0.390718,-0.161926,-0.038669,0.246970,0.117597,-0.138892,-0.066545,0.164009,0.107405,0.014015,0.012709,0.017947,0.015564,0.019506,0.011451,0.016296,0.003640,0.015703,0.010272,0.021215,0.014741,0.011096,0.006864,0.011959,0.060505,0.014655,0.030034,0.087082,0.001274,0.013815,0.794177,0.359953,0.260757,0.183079,0.149639,0.184930,0.179430,0.154098,0.150708,0.163379,0.141725,0.145512,0.127634,0.008607,0.009348,0.009449,0.010503,0.010013,0.008591,0.008358,0.003313,0.011373,0.006206,0.010722,0.010712,0.002673,Airplane
0.055095,0.190074,3.220139,0.100677,0.125985,0.506035,0.003265,0.092359,-19.616651,1.366301,-0.212214,-0.240703,-0.350867,0.177147,0.075724,0.142459,-0.114644,-0.244533,-0.076360,0.098687,0.026905,0.015116,0.009080,0.021221,0.018778,0.020718,0.018975,0.017330,0.003567,0.007756,0.010927,0.016536,0.007593,0.011819,0.009317,0.043334,0.047432,0.012831,0.019937,0.145228,0.000905,0.019386,0.466766,0.309606,0.194079,0.195377,0.149973,0.142952,0.154090,0.165998,0.187283,0.181615,0.182074,0.158883,0.164996,0.009240,0.005954,0.012251,0.011893,0.011617,0.012633,0.009338,0.003147,0.005087,0.009285,0.009512,0.006671,0.003589,Airplane
0.043498,0.093708,3.177853,0.091548,0.124314,0.363031,0.003208,0.073539,-21.290497,1.382749,-0.004756,0.601649,0.510541,0.574765,0.180268,-0.181173,-0.267422,-0.041095,0.036750,-0.049084,0.018161,0.021505,0.002619,0.074045,0.010412,0.037602,0.007817,0.028596,0.005954,0.004727,0.011719,0.011282,0.003040,0.026938,0.012012,0.021736,0.065352,0.016345,0.029956,0.152561,0.000828,0.023851,0.544612,0.427142,0.214456,0.180409,0.207700,0.188142,0.159218,0.175723,0.147171,0.185127,0.171945,0.174609,0.182261,0.012390,0.002550,0.019091,0.007349,0.022138,0.004934,0.018207,0.005064,0.003644,0.008549,0.006451,0.002335,0.007076,Airplane
0.029832,0.033638,3.206150,0.081869,0.138076,0.100109,0.004348,0.044955,-22.227340,2.320501,-0.842644,-0.035092,-0.348845,-0.071800,0.178824,0.521408,0.339099,0.019320,-0.017309,0.044920,-0.037940,0.010870,0.016431,0.032282,0.012769,0.022236,0.007426,0.010987,0.002735,0.003874,0.009886,0.027974,0.036238,0.014184,0.003697,0.012187,0.053247,0.020333,0.036201,0.036023,0.000955,0.006951,0.432393,0.254595,0.174523,0.233928,0.168647,0.171659,0.149319,0.142100,0.129806,0.134682,0.132262,0.114395,0.121498,0.006049,0.009672,0.013245,0.008156,0.010036,0.004375,0.005113,0.002341,0.002406,0.005062,0.010388,0.015517,0.003113,Airplane
0.033280,0.031191,3.176738,0.074813,0.122084,0.126594,0.003996,0.047913,-22.247546,2.301062,-0.738102,-0.003437,-0.143268,-0.211251,-0.047699,0.297697,0.215032,0.031366,0.089344,0.222654,0.126547,0.012796,0.015030,0.018274,0.011369,0.031356,0.019961,0.020899,0.002972,0.009716,0.020024,0.013067,0.014276,0.011072,0.004658,0.007693,0.054092,0.016779,0.034267,0.042220,0.000856,0.005732,0.454170,0.271543,0.257576,0.192571,0.147720,0.145923,0.150978,0.160122,0.151575,0.175644,0.155181,0.149119,0.130501,0.006745,0.009313,0.009222,0.007198,0.010854,0.012595,0.009269,0.002900,0.005187,0.007906,0.007425,0.009011,0.002843,Airplane
