@RELATION svmSMSneezer
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Sneezing,NotSneezing}

@DATA
0.034251,0.001056,2.817246,0.195913,0.229116,0.195370,0.023194,0.020508,-36.433518,1.538602,0.388789,0.286314,0.156860,0.204826,0.119887,0.068768,0.072298,0.047879,0.072617,0.051866,0.023853,0.000654,0.000378,0.025859,0.000478,0.041181,0.000298,0.312334,0.000098,0.000641,0.000854,0.003247,0.000557,0.091549,0.039766,0.003344,0.260301,0.044715,0.031095,0.281957,0.029956,0.056802,2.399939,0.585908,0.238534,0.201368,0.243692,0.164812,0.150108,0.142104,0.137446,0.158518,0.120935,0.126093,0.119061,0.001001,0.000779,0.029399,0.000766,0.043456,0.000383,0.148092,0.000139,0.001965,0.001501,0.005139,0.001281,0.032799,Sneezing
0.056579,0.012346,3.159243,0.133622,0.150155,0.544108,0.009498,0.053593,-40.872112,0.941523,0.146875,0.048809,-0.155777,0.164665,0.054111,-0.032150,0.003787,0.023472,-0.067346,0.050583,-0.084713,0.005067,0.002520,0.029113,0.004102,0.091154,0.003664,0.042537,0.003895,0.002938,0.004064,0.007725,0.002574,0.035477,0.021120,0.019688,0.138222,0.043399,0.042263,0.239506,0.019024,0.035368,2.252770,0.440260,0.219080,0.261534,0.201452,0.181536,0.149806,0.142301,0.156751,0.133292,0.124081,0.150131,0.124189,0.004010,0.002630,0.028592,0.003461,0.021738,0.004261,0.032886,0.007932,0.002615,0.004701,0.005760,0.002535,0.009921,Sneezing
0.095073,0.026974,3.028890,0.197732,0.201642,0.960142,0.010579,0.145762,-33.179632,0.964363,0.410001,0.063964,-0.180553,-0.013525,0.137289,-0.092347,-0.014803,0.059679,-0.187208,-0.019963,-0.037222,0.013544,0.003251,0.014205,0.012542,0.048454,0.004796,0.033355,0.002652,0.003447,0.005559,0.015208,0.003911,0.022428,0.060745,0.049630,0.350777,0.074008,0.048021,0.525952,0.018058,0.102110,6.216377,0.971827,0.545502,0.370240,0.416426,0.275634,0.304777,0.225731,0.269314,0.194701,0.247544,0.234937,0.225093,0.018247,0.004267,0.016248,0.023110,0.045567,0.005752,0.042086,0.002495,0.003601,0.006372,0.015448,0.005422,0.013286,Sneezing
0.017836,0.005684,3.113900,0.035694,0.040440,0.217914,0.004254,0.025336,-45.318437,0.230081,-0.100717,-0.023826,-0.153413,0.161371,-0.019738,-0.000584,0.036757,-0.032289,-0.001212,0.020348,-0.003926,0.002241,0.001621,0.009627,0.001479,0.128767,0.002798,0.012346,0.000856,0.000951,0.002843,0.003051,0.001529,0.039000,0.010796,0.010929,0.167185,0.022432,0.019844,0.094622,0.013691,0.013961,1.920617,0.396806,0.205536,0.126190,0.112340,0.101063,0.080417,0.066055,0.083625,0.065444,0.106747,0.051657,0.042264,0.002177,0.001158,0.012701,0.001863,0.014641,0.003165,0.018637,0.001054,0.001429,0.003370,0.003705,0.001717,0.003436,Sneezing
0.025926,0.004525,2.763852,0.063593,0.072247,0.284528,0.006022,0.036797,-45.184791,0.171336,-0.028986,-0.029131,-0.109193,-0.021441,0.089885,0.010988,0.017142,0.001536,0.017490,0.027354,-0.006331,0.001194,0.001227,0.013358,0.002082,0.123715,0.000905,0.019433,0.003131,0.001027,0.001918,0.003634,0.001487,0.040452,0.019329,0.008952,0.163747,0.024572,0.022060,0.178401,0.010202,0.030191,2.254743,0.294898,0.313993,0.196705,0.186568,0.118500,0.122706,0.117986,0.114871,0.087632,0.096876,0.074647,0.062382,0.001872,0.001802,0.015472,0.003448,0.019270,0.000941,0.026973,0.007464,0.001682,0.003953,0.004879,0.002207,0.004821,Sneezing
0.018321,0.007470,3.160191,0.063825,0.097928,0.195686,0.017539,0.023612,-42.192813,0.625808,0.175408,0.100021,0.033297,0.124727,0.089997,-0.038114,0.047528,0.045037,0.005053,0.049638,0.009810,0.000740,0.000320,0.010351,0.000565,0.134729,0.000986,0.022869,0.000721,0.001113,0.001379,0.003568,0.000627,0.041762,0.020729,0.011186,0.163863,0.031287,0.031236,0.222015,0.038008,0.031380,2.317707,0.469297,0.259089,0.172453,0.169682,0.115389,0.145283,0.135728,0.121589,0.103131,0.115380,0.108326,0.106415,0.000867,0.000443,0.014864,0.000886,0.022729,0.002539,0.027700,0.001420,0.002102,0.001637,0.005332,0.000756,0.006903,Sneezing
0.024260,0.001134,0.914341,0.072123,0.078461,0.161199,0.001374,0.016706,-46.062038,0.523849,0.020304,0.136787,0.013719,0.065223,-0.049106,-0.011363,0.019293,-0.031982,0.003640,0.025741,0.046206,0.002255,0.000750,0.015117,0.002459,0.133165,0.003263,0.021812,0.000287,0.000652,0.002393,0.004216,0.000835,0.040432,0.016640,0.003051,0.372652,0.037981,0.037842,0.143174,0.001134,0.021394,2.231699,0.424220,0.095753,0.093607,0.162649,0.090288,0.065993,0.071673,0.071765,0.068835,0.054193,0.058252,0.054818,0.001664,0.000902,0.015115,0.003337,0.017570,0.004032,0.020946,0.000337,0.000511,0.002996,0.004340,0.000822,0.005330,Sneezing
0.075513,0.006453,2.903426,0.169273,0.199157,0.558680,0.007707,0.082505,-33.590544,1.117100,-0.236506,0.142003,-0.185884,0.399264,-0.108408,0.064032,0.040130,-0.009916,0.037755,0.211552,0.035180,0.004726,0.002804,0.040368,0.004879,0.042889,0.005976,0.048603,0.004972,0.007552,0.006512,0.023016,0.003652,0.025404,0.035459,0.013832,0.416939,0.045013,0.048114,0.427818,0.008960,0.071747,4.734038,0.909071,0.531663,0.384137,0.475314,0.274864,0.277977,0.277748,0.216875,0.228026,0.195661,0.266593,0.208294,0.004152,0.002843,0.048965,0.003897,0.036421,0.006976,0.043910,0.008380,0.013439,0.006655,0.026125,0.004095,0.015816,Sneezing
0.243911,0.006018,2.907742,0.354880,0.233617,0.981970,0.009840,0.102831,-37.503372,0.682666,0.159921,0.146375,0.001431,0.265231,0.175682,0.090269,0.101948,0.034726,0.008411,0.121101,0.034370,0.003319,0.000908,0.031511,0.003496,0.040170,0.002012,0.063565,0.003345,0.002849,0.003789,0.014241,0.002241,0.028114,0.158914,0.008268,0.468112,0.174037,0.051857,0.630841,0.008913,0.167214,5.880118,1.078715,0.630557,0.437818,0.312333,0.358865,0.278348,0.255072,0.246139,0.229497,0.237082,0.229350,0.224491,0.006476,0.001305,0.037459,0.005546,0.025089,0.002600,0.067819,0.007893,0.005427,0.006280,0.017523,0.003948,0.016540,Sneezing
0.018734,0.022607,3.244053,0.058938,0.072508,0.485906,0.010098,0.027722,-45.887754,0.240134,0.083829,0.040258,0.022644,0.051069,-0.032970,-0.014284,0.008239,-0.004658,-0.031020,0.024894,-0.032539,0.001397,0.000777,0.008117,0.002944,0.138486,0.000503,0.010060,0.000407,0.000376,0.001383,0.003238,0.000996,0.041990,0.017519,0.033317,0.072003,0.030608,0.029700,0.176764,0.033901,0.023990,2.259774,0.397591,0.168988,0.134596,0.095132,0.114507,0.097338,0.098709,0.067578,0.064001,0.087196,0.063219,0.062272,0.001770,0.001181,0.012785,0.005165,0.019666,0.000464,0.025658,0.000630,0.000369,0.001718,0.007055,0.001642,0.005915,Sneezing
0.040812,0.006976,3.193051,0.070739,0.066975,0.570522,0.004858,0.059192,-42.906583,0.219294,-0.071693,0.013453,-0.246033,-0.064655,-0.065511,0.081455,0.009295,0.016209,-0.030484,0.096289,-0.023651,0.002364,0.001143,0.006252,0.002316,0.112338,0.001656,0.035993,0.000519,0.001305,0.004730,0.003977,0.002120,0.039737,0.021788,0.017436,0.172567,0.026094,0.018001,0.200443,0.015351,0.040328,2.049157,0.240703,0.123090,0.151517,0.194404,0.124511,0.086318,0.085617,0.085760,0.070305,0.108651,0.132542,0.073588,0.002405,0.001149,0.006596,0.002002,0.015105,0.001873,0.037221,0.000577,0.001311,0.006241,0.003916,0.002071,0.009435,Sneezing
0.078230,0.003184,2.964597,0.193666,0.219921,0.708620,0.005801,0.077486,-38.585180,1.622765,0.154595,0.285034,0.036213,0.071281,-0.046692,0.021878,-0.002329,0.038514,0.018183,0.102959,0.058287,0.009519,0.002931,0.052260,0.008193,0.036545,0.007558,0.083843,0.002601,0.005297,0.007806,0.018157,0.004742,0.033276,0.036669,0.006062,0.286074,0.041013,0.035287,0.448311,0.005151,0.085032,3.306334,0.731130,0.479215,0.386780,0.328836,0.263014,0.265811,0.220265,0.213140,0.193723,0.219187,0.149163,0.192110,0.008515,0.003393,0.044583,0.010538,0.032348,0.009538,0.058208,0.004035,0.006327,0.007256,0.014239,0.006898,0.018858,Sneezing
0.016456,0.003603,3.067688,0.077503,0.105418,0.324854,0.007289,0.014927,-45.863193,0.762959,0.092849,0.222606,0.047780,0.050567,-0.011895,0.034428,0.045594,-0.009336,0.045404,0.028312,0.016606,0.001450,0.000529,0.016842,0.001056,0.129617,0.001061,0.045234,0.000255,0.001320,0.002586,0.004493,0.000609,0.045198,0.016127,0.010602,0.146953,0.044364,0.035302,0.167201,0.018311,0.021312,2.029563,0.344995,0.168100,0.131730,0.123484,0.101651,0.109995,0.090353,0.076362,0.090266,0.074783,0.071492,0.079014,0.001967,0.000846,0.027313,0.001596,0.032362,0.001825,0.038461,0.000386,0.002640,0.004089,0.006740,0.000977,0.009582,Sneezing
