@RELATION GBoostSnorer
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {NotSnoring,Snoring}

@DATA
0.113598,0.011462,2.824619,0.199036,0.196693,0.865349,0.008163,0.160064,-30.593797,1.062422,-0.147168,0.315948,0.017992,0.523381,0.018181,-0.503355,0.316617,0.032509,0.105905,0.029416,-0.067030,0.007024,0.003693,0.006748,0.006044,0.044152,0.006451,0.014126,0.006285,0.009750,0.014749,0.010401,0.007437,0.019499,0.055826,0.015459,0.604661,0.051225,0.027383,0.617604,0.006856,0.119974,4.311408,0.897143,0.607384,0.561924,0.479790,0.383230,0.405726,0.427432,0.424171,0.272212,0.296539,0.272833,0.229847,0.009382,0.006390,0.009065,0.013011,0.050499,0.009601,0.018088,0.009082,0.015432,0.020305,0.014234,0.010471,0.013592,NotSnoring
0.063153,0.189005,3.147293,0.135545,0.161491,0.204517,0.044329,0.069492,-24.976839,-0.826137,-0.996335,1.130781,-0.119573,-0.051666,0.312913,-0.075113,0.149053,-0.052535,0.033867,0.138813,-0.093486,0.005273,0.006720,0.005099,0.006176,0.005875,0.005326,0.005617,0.004473,0.004559,0.006003,0.005691,0.008995,0.015937,0.009426,0.132213,0.167378,0.023253,0.031539,0.155750,0.033725,0.020029,1.421215,0.538585,0.454801,0.350890,0.436535,0.388686,0.542616,0.381751,0.405964,0.489074,0.368299,0.227048,0.180477,0.013472,0.013944,0.013351,0.015361,0.016511,0.015908,0.014869,0.013180,0.013366,0.018270,0.015843,0.026761,0.018197,NotSnoring
0.057509,0.186338,3.026089,0.106208,0.135881,0.105804,0.018226,0.068448,-22.700909,-1.181936,-1.835157,1.029470,0.071699,0.370751,0.126735,-0.409880,0.173399,0.161280,0.014791,0.146776,-0.233900,0.004502,0.002584,0.001925,0.010136,0.003802,0.003327,0.001834,0.002575,0.035383,0.007630,0.007003,0.006466,0.012851,0.010394,0.065219,0.110893,0.016228,0.026326,0.028241,0.008220,0.011795,0.914190,0.665098,0.691396,0.680073,0.644484,0.533311,0.515740,0.420815,0.309443,0.280701,0.214530,0.171497,0.160163,0.004255,0.002953,0.001959,0.013486,0.004262,0.003702,0.001458,0.002477,0.035412,0.009155,0.007586,0.007048,0.008873,NotSnoring
0.057151,0.181631,3.000166,0.111925,0.145850,0.115672,0.022724,0.065753,-22.830875,-1.102819,-1.807339,0.941400,0.133941,0.247453,0.188895,-0.343672,0.188735,0.172325,-0.008477,0.140766,-0.272517,0.004011,0.002946,0.003934,0.006705,0.006377,0.004192,0.001851,0.002138,0.029393,0.011898,0.010513,0.005841,0.011986,0.011747,0.061142,0.085879,0.019068,0.029143,0.052620,0.014271,0.011111,1.393810,0.825841,0.820463,0.836098,0.650325,0.515124,0.565628,0.345674,0.371957,0.262229,0.220511,0.167047,0.142919,0.004229,0.003061,0.004595,0.007988,0.010924,0.005554,0.001731,0.001372,0.029895,0.011593,0.012798,0.006311,0.007251,NotSnoring
0.053489,0.213256,3.138961,0.120648,0.155195,0.148720,0.038668,0.061189,-23.859661,-0.361972,-1.430042,0.568649,0.138545,0.236880,0.040500,-0.199029,0.197890,0.059294,-0.022159,0.117052,-0.110500,0.006472,0.005649,0.006668,0.007246,0.004403,0.003179,0.002289,0.002881,0.025846,0.011292,0.010454,0.008509,0.021062,0.008615,0.118026,0.124848,0.024894,0.035468,0.099779,0.026854,0.014948,1.332981,0.685709,0.457183,0.401984,0.445158,0.419049,0.454350,0.364087,0.387102,0.430285,0.376630,0.269949,0.176381,0.018158,0.012667,0.015848,0.015954,0.011207,0.006769,0.003779,0.005878,0.035709,0.024928,0.024686,0.020725,0.018514,NotSnoring
0.060014,0.194098,3.143635,0.116922,0.143066,0.170614,0.019772,0.069093,-23.074563,-1.118643,-1.826439,1.114277,0.054132,0.064799,0.266230,-0.204528,0.011944,0.007466,0.094423,0.194222,-0.227355,0.005389,0.006008,0.003922,0.008044,0.005637,0.007114,0.005717,0.004396,0.021381,0.005351,0.005412,0.010465,0.013566,0.009244,0.067504,0.088047,0.020135,0.030099,0.068912,0.013245,0.012047,1.047146,0.623833,0.608249,0.554511,0.589643,0.468893,0.395415,0.389340,0.335213,0.274768,0.314363,0.210541,0.160657,0.005624,0.006251,0.005717,0.013381,0.012782,0.014166,0.011852,0.008641,0.033822,0.006977,0.005190,0.013364,0.012317,NotSnoring
0.063870,0.001321,2.984229,0.162297,0.194380,0.551687,0.004967,0.083779,-30.727936,1.818275,0.439703,0.614453,0.515168,0.395354,-0.066472,0.124031,0.033832,-0.037492,-0.001729,-0.103031,0.028313,0.021389,0.001678,0.053049,0.008983,0.037302,0.003016,0.064489,0.001139,0.002186,0.014638,0.041545,0.002181,0.032480,0.030020,0.001382,0.219808,0.034644,0.022600,0.318051,0.003865,0.062452,1.934269,0.522545,0.326635,0.237147,0.251971,0.215842,0.218564,0.177364,0.173645,0.168202,0.156952,0.181039,0.160647,0.020879,0.001532,0.036535,0.007684,0.025463,0.002498,0.041980,0.001355,0.001777,0.014005,0.031181,0.001891,0.010602,NotSnoring
0.051779,0.021137,2.913851,0.138043,0.178791,0.205148,0.075072,0.029319,-35.699202,1.586296,-1.641534,-0.166727,-0.271018,-0.148380,-0.173248,0.269086,0.394077,0.070771,-0.103430,-0.236253,0.059926,0.015927,0.019589,0.011735,0.006483,0.042167,0.003459,0.007128,0.001559,0.003976,0.008839,0.016730,0.016466,0.022505,0.055085,0.038532,0.469067,0.109466,0.092901,0.230548,0.174345,0.019662,9.977762,0.867579,1.064789,0.389809,0.511306,0.257440,0.226973,0.298302,0.301943,0.226905,0.244433,0.271542,0.182376,0.016734,0.024120,0.014055,0.010004,0.057537,0.004598,0.010136,0.002271,0.005409,0.012002,0.020525,0.020703,0.012979,NotSnoring
0.085762,0.016412,2.842669,0.143853,0.142520,0.718677,0.007414,0.127151,-30.294158,-1.115726,-1.424573,0.324711,0.595557,-0.288771,-0.185609,0.219469,-0.082698,-0.204874,0.167211,-0.063914,-0.007245,0.008102,0.007278,0.013118,0.016963,0.008100,0.004746,0.003632,0.001711,0.002069,0.005595,0.006164,0.007040,0.010324,0.046579,0.027041,0.437147,0.048861,0.037358,0.445526,0.005164,0.071702,4.889352,1.148714,0.665994,0.384346,0.405043,0.381809,0.342485,0.287148,0.306245,0.249617,0.325163,0.279565,0.203016,0.010125,0.009705,0.013876,0.015743,0.008182,0.005630,0.003425,0.001899,0.002181,0.008220,0.007752,0.014403,0.006640,NotSnoring
0.032976,0.009435,2.985012,0.120604,0.182840,0.085363,0.017632,0.033539,-31.002941,1.608772,-1.268534,0.039843,-0.193729,0.488682,0.316617,0.066700,-0.080513,-0.273016,0.117927,0.161634,-0.204929,0.003871,0.004082,0.023709,0.006779,0.063769,0.017662,0.049411,0.007734,0.002342,0.003721,0.004682,0.002207,0.029031,0.018089,0.017501,0.318188,0.034654,0.040895,0.064144,0.020879,0.021673,3.693829,0.707382,0.651838,0.344881,0.413978,0.266285,0.223550,0.156749,0.220030,0.206901,0.226516,0.178647,0.207105,0.004686,0.004961,0.025161,0.008960,0.048784,0.020504,0.049779,0.010569,0.002181,0.004089,0.005127,0.002410,0.013272,NotSnoring
0.024428,0.051265,2.854036,0.083411,0.147966,0.048675,0.018690,0.034691,-25.771031,2.136259,-1.307100,0.003050,-0.383286,0.016864,-0.008140,0.306445,0.202637,0.150776,-0.013822,0.081290,0.303664,0.015354,0.009218,0.067879,0.004994,0.012223,0.012013,0.093166,0.004818,0.004965,0.007133,0.016498,0.014211,0.039971,0.010705,0.072219,0.333298,0.023723,0.037252,0.039918,0.013083,0.018416,3.233537,0.870651,0.866706,0.385048,0.478345,0.323819,0.406141,0.301217,0.312200,0.345958,0.271351,0.310653,0.270756,0.021088,0.011128,0.078931,0.006146,0.012341,0.018017,0.097269,0.008752,0.006136,0.009208,0.013443,0.020444,0.026212,NotSnoring
0.008870,0.007068,3.176328,0.055215,0.090909,0.305219,0.014785,0.005635,-45.057405,0.733913,-0.225174,0.116698,0.096472,0.091614,0.037465,0.005396,0.010824,-0.004483,0.035575,0.041626,0.005087,0.001533,0.000694,0.012098,0.000810,0.138064,0.001215,0.026174,0.001551,0.002337,0.001770,0.002606,0.000896,0.044435,0.009482,0.012552,0.141015,0.037963,0.039681,0.073655,0.041686,0.004218,1.937475,0.327122,0.364782,0.126569,0.082642,0.097271,0.076968,0.077656,0.057442,0.050811,0.058727,0.047666,0.054539,0.002315,0.001124,0.021947,0.000858,0.016008,0.001686,0.030876,0.003189,0.002870,0.002775,0.003063,0.001054,0.006482,NotSnoring
0.010018,0.045057,3.176710,0.061764,0.102295,0.298620,0.023667,0.014047,-43.167714,0.682832,-0.299264,0.068942,0.033442,0.021146,0.020803,0.065036,0.084201,0.088075,-0.064526,0.014994,0.053451,0.002924,0.003607,0.015875,0.001762,0.124681,0.000930,0.010259,0.000915,0.001585,0.002220,0.005470,0.006833,0.039926,0.004911,0.042232,0.189338,0.027690,0.037001,0.074822,0.041053,0.006061,2.263137,0.351443,0.323609,0.143679,0.135362,0.085052,0.094675,0.103831,0.102760,0.086252,0.078335,0.082818,0.076202,0.002448,0.003938,0.022632,0.001636,0.018212,0.001012,0.025744,0.000722,0.001280,0.002475,0.007042,0.006304,0.004940,NotSnoring
0.017341,0.001186,3.217579,0.047897,0.050433,0.404490,0.006741,0.024465,-46.623311,0.522393,0.010253,0.070460,0.054506,0.007721,-0.031534,-0.008937,0.002434,0.006548,0.027204,0.021654,0.018000,0.000706,0.000117,0.017710,0.004376,0.142195,0.000724,0.027791,0.000182,0.000388,0.000929,0.003618,0.000310,0.047608,0.017779,0.001384,0.101769,0.020179,0.017278,0.107169,0.023351,0.044994,1.626962,0.218797,0.061265,0.051788,0.070911,0.025295,0.055927,0.067348,0.035487,0.031184,0.031618,0.023530,0.029129,0.000636,0.000098,0.015421,0.005668,0.009322,0.000854,0.022563,0.000341,0.000264,0.000689,0.003281,0.000415,0.004979,NotSnoring
0.025163,0.016352,3.059399,0.077768,0.149628,0.023421,0.011765,0.035417,-28.765428,2.852453,-1.927839,-0.138733,-0.238409,-0.166318,0.078612,0.220171,0.186775,0.157227,-0.263359,-0.129964,0.141515,0.017803,0.011622,0.029760,0.014443,0.033473,0.005726,0.032935,0.004388,0.007178,0.006970,0.017528,0.015169,0.021369,0.005737,0.032657,0.213039,0.020035,0.029898,0.015750,0.007970,0.006940,3.178078,0.612653,0.662042,0.588878,0.317310,0.217262,0.197976,0.213847,0.234797,0.204428,0.213623,0.191508,0.161836,0.014124,0.011487,0.025314,0.012468,0.037022,0.005996,0.035507,0.003831,0.008001,0.006047,0.013415,0.015944,0.010085,NotSnoring
0.029324,0.009621,3.081104,0.079138,0.147726,0.028171,0.010699,0.040109,-30.247106,2.655961,-1.848832,0.115665,-0.105014,-0.086837,-0.012729,0.275143,0.084278,-0.031247,-0.234193,0.091597,0.098436,0.014013,0.010865,0.030642,0.016437,0.030093,0.007585,0.041297,0.003413,0.005800,0.010507,0.016400,0.008478,0.019824,0.007140,0.021490,0.176012,0.016424,0.027317,0.012721,0.007201,0.006856,2.690441,0.729550,0.622040,0.303478,0.276917,0.228276,0.200873,0.330396,0.216054,0.220680,0.187647,0.179073,0.182647,0.011188,0.012589,0.018965,0.013421,0.026702,0.005705,0.044243,0.003529,0.004807,0.010933,0.012828,0.011083,0.009059,NotSnoring
0.017750,0.003061,2.791957,0.132138,0.221287,0.104982,0.013539,0.022332,-29.548962,2.893861,0.247670,0.460842,0.400088,0.514732,0.118445,0.066879,-0.034083,-0.134941,-0.209209,-0.021676,-0.063408,0.004259,0.000558,0.071772,0.003472,0.016315,0.000897,0.307301,0.000132,0.000341,0.006958,0.015408,0.000417,0.088000,0.009464,0.002955,0.198245,0.033879,0.011333,0.217203,0.009088,0.048256,1.089420,0.202272,0.164857,0.146514,0.253379,0.139148,0.225398,0.125858,0.176195,0.146834,0.127207,0.122235,0.108410,0.005637,0.000285,0.055109,0.003829,0.012431,0.001184,0.100039,0.000133,0.000423,0.009851,0.012210,0.000647,0.023011,NotSnoring
0.113457,0.000508,2.541542,0.254104,0.247215,0.872107,0.005461,0.211152,-34.254586,1.889353,-0.098908,0.169874,0.271618,0.179900,-0.321081,-0.086310,-0.161147,0.170456,0.006382,-0.198609,-0.004846,0.003735,0.001207,0.020412,0.007911,0.012200,0.002437,0.191195,0.001594,0.007131,0.013688,0.009899,0.002319,0.052364,0.113732,0.001195,0.880042,0.121681,0.029396,0.941070,0.003198,0.258339,1.984480,0.994998,0.415014,0.372615,0.470753,0.289865,0.270087,0.187813,0.192159,0.233558,0.168757,0.172297,0.163641,0.003621,0.001032,0.020175,0.008835,0.012318,0.002161,0.136504,0.001916,0.006771,0.012992,0.010218,0.002017,0.036721,NotSnoring
0.139819,0.000582,2.552749,0.275890,0.248470,0.945485,0.004928,0.241443,-34.432100,1.989718,-0.130400,0.183786,0.251451,0.128157,-0.309690,-0.050188,-0.215852,0.175359,-0.057536,-0.172168,-0.032294,0.004441,0.001283,0.022359,0.008880,0.013674,0.002549,0.154115,0.001313,0.007624,0.017618,0.011750,0.002261,0.042810,0.128530,0.001317,0.941620,0.131706,0.030562,0.994975,0.003733,0.288141,1.960194,0.954208,0.416637,0.390620,0.454420,0.246355,0.229862,0.210716,0.188961,0.276467,0.178629,0.171441,0.176877,0.004158,0.001021,0.024612,0.010261,0.013338,0.002511,0.122048,0.001531,0.007213,0.014181,0.010545,0.001607,0.032265,NotSnoring
0.042223,0.000683,3.025450,0.108449,0.119359,0.594725,0.007315,0.101969,-36.387429,1.263033,-0.248892,0.043720,0.030548,0.003444,-0.100366,0.073831,-0.010247,-0.009521,-0.043836,0.050012,0.095628,0.007790,0.003084,0.016843,0.008663,0.066248,0.008504,0.026977,0.001817,0.006571,0.011256,0.012935,0.004374,0.024164,0.019124,0.001526,0.498590,0.055789,0.040619,0.342403,0.020671,0.091789,2.424252,0.465772,0.174500,0.208438,0.232264,0.261085,0.166488,0.133097,0.114577,0.121090,0.125564,0.157859,0.121734,0.006264,0.002534,0.011489,0.008027,0.019422,0.008002,0.018115,0.001669,0.005160,0.007020,0.007955,0.003536,0.006126,NotSnoring
0.006987,0.001247,3.209707,0.041473,0.052660,0.087043,0.007119,0.026706,-45.466861,0.712483,0.123616,0.035637,-0.014552,0.025930,-0.035087,0.017281,-0.002133,0.006267,-0.005069,-0.050246,-0.008309,0.002044,0.000225,0.014115,0.001199,0.135695,0.001563,0.040525,0.000079,0.000753,0.002340,0.003289,0.000821,0.047733,0.007497,0.000992,0.099641,0.034990,0.023755,0.148658,0.017671,0.048606,1.576008,0.407304,0.110764,0.071257,0.061079,0.084037,0.090028,0.058113,0.043721,0.048514,0.055598,0.055608,0.039077,0.001910,0.000236,0.014134,0.001969,0.013563,0.002902,0.027096,0.000093,0.000848,0.002861,0.003194,0.001453,0.005532,NotSnoring
